"bathy" "bathyrms" "slope" "aspect" "longitude" "latitude"
"1417" -4536.5 24.994764328 7.59179592133 207.212127686 235.25 34.25
"1418" -4559 26.2900028229 8.61792373657 218.690673828 235 34.25
"1419" -4615.5 25.7913646698 8.86610984802 230.322967529 234.75 34.25
"1420" -4650.5 27.7730712891 8.07744216919 227.05809021 234.5 34.25
"1421" -4677.75 43.7420539856 9.92611408234 206.421905518 234.25 34.25
"1422" -4698 59.617805481 10.8715286255 164.319946289 234 34.25
"1423" -4698.5 52.7832870483 13.0765581131 183.897766113 233.75 34.25
"1424" -4681 138.332336426 20.8918704987 184.240142822 233.5 34.25
"1425" -4670 90.8688812256 18.5435180664 246.242645264 233.25 34.25
"1426" -4744 78.0437469482 16.6383018494 205.521820068 233 34.25
"1427" -4755 146.739562988 18.3728561401 175.27003479 232.75 34.25
"1428" -4772.75 110.036087036 24.4960403442 203.470916748 232.5 34.25
"1429" -4802 207.912078857 19.6385955811 177.343078613 232.25 34.25
"1430" -4822.5 45.2936096191 12.8357877731 165.251724243 232 34.25
"1431" -4812.5 63.4271659851 11.1136140823 174.902297974 231.75 34.25
"1432" -4816.75 104.053352356 13.7011623383 201.508468628 231.5 34.25
"1433" -4830.625 47.4198226929 13.8040065765 182.303070068 231.25 34.25
"1434" -4871 74.8020401001 16.4786987305 145.905212402 231 34.25
"1435" -4881.625 95.003112793 21.7554550171 128.388793945 230.75 34.25
"1436" -4727 303.324523926 32.181640625 194.02671814 230.5 34.25
"1437" -4883.5 104.81716156 21.3064613342 243.426376343 230.25 34.25
"1438" -4943 41.317855835 13.1668510437 213.07144165 230 34.25
"1439" -4999.5 44.6265716553 15.1854658127 205.162094116 229.75 34.25
"1440" -5041 62.9180297852 19.5727405548 211.686843872 229.5 34.25
"1441" -5135 275.350463867 26.0800151825 209.437957764 229.25 34.25
"1442" -5167 49.3270301819 22.9559173584 203.800109863 229 34.25
"1443" -5177 72.0930023193 21.6141872406 161.408538818 228.75 34.25
"1444" -5158 232.673187256 26.0722866058 166.627227783 228.5 34.25
"1445" -5114 79.1568832397 21.8903255463 184.874786377 228.25 34.25
"1446" -5113 46.4516983032 18.4490222931 208.171051025 228 34.25
"1447" -5125.5 55.6562042236 20.0259151459 184.901504517 227.75 34.25
"1448" -5128.5 50.2490234375 18.2661933899 151.324234009 227.5 34.25
"1449" -5110 42.8021850586 16.3941764832 176.896560669 227.25 34.25
"1450" -5118 34.3225021362 16.867023468 185.893310547 227 34.25
"1451" -5123.375 55.8525543213 18.8175544739 165.444259644 226.75 34.25
"1452" -5142.25 46.5287475586 17.7260894775 211.573638916 226.5 34.25
"1453" -5165.25 71.011932373 19.7908763885 202.001922607 226.25 34.25
"1454" -5170 58.8759689331 14.4538726807 178.882888794 226 34.25
"1455" -5158.75 33.7140846252 9.97742366791 157.147827148 225.75 34.25
"1456" -5157 34.8001251221 9.93106174469 147.779968262 225.5 34.25
"1457" -5148.5 32.1718597412 9.51702213287 123.692024231 225.25 34.25
"1458" -5145 41.9965438843 12.5956134796 166.478927612 225 34.25
"1459" NA NA NA NA 245 34.5
"1460" NA NA NA NA 244.75 34.5
"1461" NA NA NA NA 244.5 34.5
"1462" NA NA NA NA 244.25 34.5
"1463" NA NA NA NA 244 34.5
"1464" NA NA NA NA 243.75 34.5
"1465" NA NA NA NA 243.5 34.5
"1466" NA NA NA NA 243.25 34.5
"1467" NA NA NA NA 243 34.5
"1468" NA NA NA NA 242.75 34.5
"1469" NA NA NA NA 242.5 34.5
"1470" NA NA NA NA 242.25 34.5
"1471" NA NA NA NA 242 34.5
"1472" NA NA NA NA 241.75 34.5
"1473" NA NA NA NA 241.5 34.5
"1474" NA NA NA NA 241.25 34.5
"1475" NA NA NA NA 241 34.5
"1476" NA NA NA NA 240.75 34.5
"1477" NA NA NA NA 240.5 34.5
"1478" NA NA NA NA 240.25 34.5
"1479" NA NA NA NA 240 34.5
"1480" NA NA NA NA 239.75 34.5
"1481" NA NA NA NA 239.5 34.5
"1482" -405.5 223.850646973 26.2591571808 236.853820801 239.25 34.5
"1483" -820 247.149078369 32.6376190186 235.601882935 239 34.5
"1484" -1350.625 440.320159912 46.508354187 213.005645752 238.75 34.5
"1485" -2137.25 681.293334961 57.9387283325 227.742141724 238.5 34.5
"1486" -3705.25 314.169677734 18.7530593872 243.002258301 238.25 34.5
"1487" -3866 108.457252502 15.58589077 244.724822998 238 34.5
"1488" -3933.5 81.5891342163 21.8319702148 215.048950195 237.75 34.5
"1489" -3980.875 125.288490295 21.9697113037 225.156112671 237.5 34.5
"1490" -4137 67.7916183472 14.8048734665 232.018249512 237.25 34.5
"1491" -4152.375 40.5670051575 11.4688739777 165.693862915 237 34.5
"1492" -4163.5 48.882610321 13.5702867508 200.395889282 236.75 34.5
"1493" -4258.75 66.2989654541 14.858253479 213.228347778 236.5 34.5
"1494" -4321.5 60.8870353699 15.1980648041 180 236.25 34.5
"1495" -4318.5 51.141872406 14.9487009048 195.802230835 236 34.5
"1496" -4362.25 69.8618469238 13.5270614624 206.58354187 235.75 34.5
"1497" -4429.125 50.3157081604 8.44560909271 201.468765259 235.5 34.5
"1498" -4468.125 29.9843940735 7.26935338974 217.154708862 235.25 34.5
"1499" -4523 49.4426307678 8.28679466248 229.896026611 235 34.5
"1500" -4588 42.7490692139 7.41552495956 246.46206665 234.75 34.5
"1501" -4640.25 32.3559112549 6.25514602661 241.526245117 234.5 34.5
"1502" -4683.375 26.701210022 5.62650632858 229.121551514 234.25 34.5
"1503" -4698.75 25.983537674 6.55260515213 184.015518188 234 34.5
"1504" -4699 55.4872512817 13.0646877289 178.565490723 233.75 34.5
"1505" -4707 77.7663345337 17.0787601471 205.003311157 233.5 34.5
"1506" -4735.25 28.051607132 12.1442108154 213.592575073 233.25 34.5
"1507" -4767.75 42.8823242188 15.6368026733 203.829452515 233 34.5
"1508" -4810 58.0728569031 15.0589885712 176.004562378 232.75 34.5
"1509" -4825 35.5736312866 12.8538684845 201.519088745 232.5 34.5
"1510" -4824 42.7658615112 12.2853345871 169.080169678 232.25 34.5
"1511" -4809.5 36.5499076843 8.66265773773 182.29675293 232 34.5
"1512" -4809.5 39.1493415833 6.80811071396 175.288314819 231.75 34.5
"1513" -4815.75 41.4092903137 9.90505409241 187.978302002 231.5 34.5
"1514" -4848 31.5457706451 11.2815923691 205.838134766 231.25 34.5
"1515" -4872 36.4521102905 13.0081796646 174.308288574 231 34.5
"1516" -4847.875 92.2398986816 19.8138885498 133.036560059 230.75 34.5
"1517" -4796.375 87.7249679565 24.5074291229 251.085601807 230.5 34.5
"1518" -4926.5 57.8963928223 21.5292949677 236.81237793 230.25 34.5
"1519" -4957.625 162.13923645 20.2421970367 205.56338501 230 34.5
"1520" -5000 188.450149536 27.1498584747 194.302047729 229.75 34.5
"1521" -5060.25 294.371246338 30.8054084778 211.451248169 229.5 34.5
"1522" -5093.5 55.8650360107 22.8479232788 176.127578735 229.25 34.5
"1523" -5102 56.8407325745 19.9199886322 189.680175781 229 34.5
"1524" -5119 39.1125640869 17.8103256226 175.293014526 228.75 34.5
"1525" -5118 44.1979942322 19.8973331451 174.750518799 228.5 34.5
"1526" -5095.5 59.5298500061 20.9294834137 186.007553101 228.25 34.5
"1527" -5105 53.6550712585 24.0612010956 193.124359131 228 34.5
"1528" -5108 54.5927658081 22.9765224457 211.562286377 227.75 34.5
"1529" -5106 54.483505249 19.9519062042 191.42250061 227.5 34.5
"1530" -5117 48.965297699 21.5086364746 187.95803833 227.25 34.5
"1531" -5143 43.6411209106 21.8061923981 206.026229858 227 34.5
"1532" -5155.5 50.4634361267 20.4446296692 187.597930908 226.75 34.5
"1533" -5171.5 59.7852172852 18.6996059418 180 226.5 34.5
"1534" -5201.625 268.345947266 21.6222610474 188.379257202 226.25 34.5
"1535" -5212.5 77.4245376587 14.5994291306 162.588699341 226 34.5
"1536" -5212 38.2996826172 9.9793214798 202.828643799 225.75 34.5
"1537" -5223.25 55.0001831055 10.0827522278 126.718833923 225.5 34.5
"1538" -5200.5 33.468547821 10.360118866 118.76802063 225.25 34.5
"1539" -5189.25 46.3493232727 18.0730190277 148.430160522 225 34.5
"1540" NA NA NA NA 245 34.75
"1541" NA NA NA NA 244.75 34.75
"1542" NA NA NA NA 244.5 34.75
"1543" NA NA NA NA 244.25 34.75
"1544" NA NA NA NA 244 34.75
"1545" NA NA NA NA 243.75 34.75
"1546" NA NA NA NA 243.5 34.75
"1547" NA NA NA NA 243.25 34.75
"1548" NA NA NA NA 243 34.75
"1549" NA NA NA NA 242.75 34.75
"1550" NA NA NA NA 242.5 34.75
"1551" NA NA NA NA 242.25 34.75
"1552" NA NA NA NA 242 34.75
"1553" NA NA NA NA 241.75 34.75
"1554" NA NA NA NA 241.5 34.75
"1555" NA NA NA NA 241.25 34.75
"1556" NA NA NA NA 241 34.75
"1557" NA NA NA NA 240.75 34.75
"1558" NA NA NA NA 240.5 34.75
"1559" NA NA NA NA 240.25 34.75
"1560" NA NA NA NA 240 34.75
"1561" NA NA NA NA 239.75 34.75
"1562" NA NA NA NA 239.5 34.75
"1563" -115 53.6950569153 14.4177703857 257.308319092 239.25 34.75
"1564" -463.75 131.889968872 21.5433521271 253.834289551 239 34.75
"1565" -574.75 97.5137634277 22.3305454254 212.139556885 238.75 34.75
"1566" -932.25 220.260879517 47.5496292114 226.65524292 238.5 34.75
"1567" -2014.5 1043.65112305 56.19373703 247.696533203 238.25 34.75
"1568" -3896.25 230.479263306 27.1178894043 239.83682251 238 34.75
"1569" -4013.375 58.8603897095 11.1785554886 198.319488525 237.75 34.75
"1570" -4028 82.9548187256 13.7393436432 224.807037354 237.5 34.75
"1571" -4077.25 30.1834869385 10.7667121887 221.957824707 237.25 34.75
"1572" -4090.5 22.992898941 6.69490385056 171.885192871 237 34.75
"1573" -4107.625 26.5065078735 7.49507045746 212.731658936 236.75 34.75
"1574" -4166.5 72.7865219116 9.84734916687 214.606307983 236.5 34.75
"1575" -4224.375 86.7899551392 9.60054302216 194.818084717 236.25 34.75
"1576" -4257.5 36.6473770142 8.53332614899 199.810012817 236 34.75
"1577" -4310.75 50.9912910461 7.47148084641 206.860321045 235.75 34.75
"1578" -4355.625 21.9152088165 6.08521461487 225.757980347 235.5 34.75
"1579" -4421 27.8245811462 6.1900844574 252.517089844 235.25 34.75
"1580" -4481 30.7853546143 6.25251197815 262.694580078 235 34.75
"1581" -4562.5 30.4544029236 5.46643161774 266.117492676 234.75 34.75
"1582" -4623 20.7214260101 4.3354177475 263.184692383 234.5 34.75
"1583" -4663 15.9229764938 3.74807047844 244.421173096 234.25 34.75
"1584" -4687.625 14.7346191406 4.87532091141 205.009689331 234 34.75
"1585" -4696.25 32.6157302856 11.1666784286 200.839645386 233.75 34.75
"1586" -4737.375 56.8210983276 12.9721469879 182.930953979 233.5 34.75
"1587" -4757 24.0342731476 9.82260704041 184.597839355 233.25 34.75
"1588" -4785.625 55.1786613464 15.4487953186 192.417816162 233 34.75
"1589" -4826.5 32.9651184082 11.4120731354 176.671188354 232.75 34.75
"1590" -4833.5 23.159734726 8.67224121094 179.099227905 232.5 34.75
"1591" -4815 32.0608596802 6.47983169556 169.080169678 232.25 34.75
"1592" -4810 10.0936098099 4.1656703949 212.358901978 232 34.75
"1593" -4824.5 13.9256057739 3.95069742203 226.041259766 231.75 34.75
"1594" -4828.5 35.9593200684 7.6157746315 152.347549438 231.5 34.75
"1595" -4841.375 57.0642318726 12.5560741425 186.499206543 231.25 34.75
"1596" -4863.5 73.1171264648 16.7592945099 183.045059204 231 34.75
"1597" -4846.5 60.4108543396 21.0616950989 168.877197266 230.75 34.75
"1598" -4858 53.9534606934 19.6956615448 211.33807373 230.5 34.75
"1599" -4917 48.9707603455 18.7566623688 197.651657104 230.25 34.75
"1600" -4891.5 71.050163269 20.4291286469 184.913803101 230 34.75
"1601" -4872 177.709747314 24.6376571655 197.824768066 229.75 34.75
"1602" -4928 249.281555176 28.7909870148 195.716690063 229.5 34.75
"1603" -5032 53.9626159668 17.9174213409 191.883728027 229.25 34.75
"1604" -5067 51.2170066833 15.8063058853 205.561096191 229 34.75
"1605" -5117.5 39.0809211731 17.9592151642 229.489242554 228.75 34.75
"1606" -5154.125 58.8808326721 23.2135829926 216.180877686 228.5 34.75
"1607" -5161.5 166.546142578 32.3198623657 182.288208008 228.25 34.75
"1608" -5129.25 82.0877609253 37.1818733215 160.585952759 228 34.75
"1609" -5084.75 57.2566337585 25.1142787933 191.783111572 227.75 34.75
"1610" -5113 53.7921562195 21.5762672424 209.332321167 227.5 34.75
"1611" -5112 86.0090255737 23.8697891235 203.619247437 227.25 34.75
"1612" -5107.5 43.0613555908 18.6859416962 180.406738281 227 34.75
"1613" -5099.5 82.1170883179 13.5237360001 207.345367432 226.75 34.75
"1614" -5123 52.8955383301 12.9311723709 213.249023438 226.5 34.75
"1615" -5205.375 83.5166549683 18.546667099 206.456039429 226.25 34.75
"1616" -5272.5 43.3316421509 15.9938831329 193.557327271 226 34.75
"1617" -5294.5 34.9927635193 14.0443677902 204.956161499 225.75 34.75
"1618" -5299 46.6797828674 16.7830543518 149.507827759 225.5 34.75
"1619" -5216 31.4930896759 17.0249443054 135.225692749 225.25 34.75
"1620" -5186.5 56.5806694031 18.784116745 140.852767944 225 34.75
"1621" NA NA NA NA 245 35
"1622" NA NA NA NA 244.75 35
"1623" NA NA NA NA 244.5 35
"1624" NA NA NA NA 244.25 35
"1625" NA NA NA NA 244 35
"1626" NA NA NA NA 243.75 35
"1627" NA NA NA NA 243.5 35
"1628" NA NA NA NA 243.25 35
"1629" NA NA NA NA 243 35
"1630" NA NA NA NA 242.75 35
"1631" NA NA NA NA 242.5 35
"1632" NA NA NA NA 242.25 35
"1633" NA NA NA NA 242 35
"1634" NA NA NA NA 241.75 35
"1635" NA NA NA NA 241.5 35
"1636" NA NA NA NA 241.25 35
"1637" NA NA NA NA 241 35
"1638" NA NA NA NA 240.75 35
"1639" NA NA NA NA 240.5 35
"1640" NA NA NA NA 240.25 35
"1641" NA NA NA NA 240 35
"1642" NA NA NA NA 239.75 35
"1643" NA NA NA NA 239.5 35
"1644" -96.5 47.2905921936 11.6078100204 254.483291626 239.25 35
"1645" -379.5 117.62171936 16.5287723541 262.082519531 239 35
"1646" -542.75 52.7290916443 10.9467687607 253.734451294 238.75 35
"1647" -686.5 284.090911865 37.9492149353 251.94569397 238.5 35
"1648" -1595 325.470947266 69.5573196411 255.201522827 238.25 35
"1649" -3522.5 619.610351562 66.3087463379 244.798248291 238 35
"1650" -3999.75 73.5303344727 11.4526672363 208.629196167 237.75 35
"1651" -4043.25 86.6239929199 10.7487869263 184.408279419 237.5 35
"1652" -4053.5 38.9667663574 7.19095945358 168.105300903 237.25 35
"1653" -4036 31.6495246887 7.15951156616 173.127380371 237 35
"1654" -4052.5 28.9127674103 7.8966960907 210.331970215 236.75 35
"1655" -4110 33.5557594299 8.31984138489 214.396697998 236.5 35
"1656" -4141 31.9579334259 6.61424446106 202.128829956 236.25 35
"1657" -4184.625 34.3334617615 6.9260892868 203.778198242 236 35
"1658" -4230.375 35.432598114 6.85957288742 226.163635254 235.75 35
"1659" -4322 30.6519412994 5.92262411118 257.153594971 235.5 35
"1660" -4393 28.2397441864 5.71479558945 270 235.25 35
"1661" -4471 26.301656723 5.92625570297 274.580535889 235 35
"1662" -4543 22.4832954407 5.24617576599 260.030181885 234.75 35
"1663" -4603.75 18.5484294891 4.21363592148 266.249633789 234.5 35
"1664" -4650.5 17.5655021667 3.94301533699 249.452835083 234.25 35
"1665" -4675 19.2082176208 5.24056577682 190.814697266 234 35
"1666" -4689 36.0069541931 13.4065666199 199.104751587 233.75 35
"1667" -4735 30.1062774658 13.62915802 200.659957886 233.5 35
"1668" -4743.75 34.6242027283 11.3102550507 143.643661499 233.25 35
"1669" -4764.25 82.7663650513 18.4761066437 192.027893066 233 35
"1670" -4825 55.2845802307 16.7905044556 175.319061279 232.75 35
"1671" -4814.25 85.9317855835 20.5239677429 172.09866333 232.5 35
"1672" -4804.625 47.9355201721 14.0074014664 184.799194336 232.25 35
"1673" -4808.75 24.9980735779 10.7195110321 213.152359009 232 35
"1674" -4822 39.1326446533 12.2793645859 204.144943237 231.75 35
"1675" -4836.375 51.0266189575 14.4802408218 160.827438354 231.5 35
"1676" -4844 74.6569747925 19.8277740479 160.213378906 231.25 35
"1677" -4842.75 128.294509888 20.6939964294 161.752929688 231 35
"1678" -4829 54.0526237488 13.6319284439 167.318756104 230.75 35
"1679" -4841.5 38.0507583618 14.8983974457 204.560913086 230.5 35
"1680" -4867.5 59.3215179443 15.5925922394 174.878433228 230.25 35
"1681" -4837.5 57.4647026062 14.4540681839 188.620376587 230 35
"1682" -4848.125 33.3378944397 14.7237634659 204.347763062 229.75 35
"1683" -4900 54.6905250549 17.6233234406 222.413513184 229.5 35
"1684" -5033.75 82.2672119141 19.654045105 246.886901855 229.25 35
"1685" -5120 54.95337677 22.6548538208 218.813201904 229 35
"1686" -5153 55.1184272766 23.8205184937 213.600448608 228.75 35
"1687" -5169.5 76.4353866577 25.8211860657 210.994659424 228.5 35
"1688" -5167.75 60.851726532 30.0125427246 172.222259521 228.25 35
"1689" -5108 93.8123016357 33.5728645325 162.232467651 228 35
"1690" -5080 47.2926101685 26.7514343262 198.1431427 227.75 35
"1691" -5114 57.908493042 20.0369491577 191.688659668 227.5 35
"1692" -5102 301.495574951 21.9647006989 186.193054199 227.25 35
"1693" -5085.5 50.6594009399 19.0266685486 207.031188965 227 35
"1694" -5084.75 45.8468055725 14.8800487518 210.807769775 226.75 35
"1695" -5116.75 63.7243919373 15.1167602539 219.824127197 226.5 35
"1696" -5188.25 96.535949707 19.7605781555 221.344223022 226.25 35
"1697" -5271 44.9564628601 14.4272260666 226.676635742 226 35
"1698" -5300 36.3644332886 12.0235748291 180 225.75 35
"1699" -5286.125 47.1059913635 13.1671686172 161.076828003 225.5 35
"1700" -5239 56.9435997009 17.0078773499 142.147964478 225.25 35
"1701" -5208 51.0957527161 17.370016098 125.758895874 225 35
"1702" NA NA NA NA 245 35.25
"1703" NA NA NA NA 244.75 35.25
"1704" NA NA NA NA 244.5 35.25
"1705" NA NA NA NA 244.25 35.25
"1706" NA NA NA NA 244 35.25
"1707" NA NA NA NA 243.75 35.25
"1708" NA NA NA NA 243.5 35.25
"1709" NA NA NA NA 243.25 35.25
"1710" NA NA NA NA 243 35.25
"1711" NA NA NA NA 242.75 35.25
"1712" NA NA NA NA 242.5 35.25
"1713" NA NA NA NA 242.25 35.25
"1714" NA NA NA NA 242 35.25
"1715" NA NA NA NA 241.75 35.25
"1716" NA NA NA NA 241.5 35.25
"1717" NA NA NA NA 241.25 35.25
"1718" NA NA NA NA 241 35.25
"1719" NA NA NA NA 240.75 35.25
"1720" NA NA NA NA 240.5 35.25
"1721" NA NA NA NA 240.25 35.25
"1722" NA NA NA NA 240 35.25
"1723" NA NA NA NA 239.75 35.25
"1724" NA NA NA NA 239.5 35.25
"1725" NA NA NA NA 239.25 35.25
"1726" -288 147.322967529 17.928609848 243.810638428 239 35.25
"1727" -558 86.40234375 17.143699646 251.83102417 238.75 35.25
"1728" -783.75 127.435249329 24.6095123291 257.948242188 238.5 35.25
"1729" -1352.5 284.16607666 55.100730896 254.255477905 238.25 35.25
"1730" -2633.5 588.729248047 74.332649231 246.105163574 238 35.25
"1731" -3768.375 70.6500930786 21.1859512329 211.748535156 237.75 35.25
"1732" -3750.25 174.209014893 16.8247184753 131.786270142 237.5 35.25
"1733" -3811 207.958404541 16.5886650085 169.808273315 237.25 35.25
"1734" -3943 55.0387420654 12.439827919 193.86668396 237 35.25
"1735" -3962 74.9087295532 10.9484319687 206.276290894 236.75 35.25
"1736" -4037.5 83.5038833618 11.2314186096 211.274551392 236.5 35.25
"1737" -4078 50.393119812 8.38981437683 193.741119385 236.25 35.25
"1738" -4103 28.3664283752 8.58678436279 210.080612183 236 35.25
"1739" -4181 39.0321159363 7.99708747864 231.339324951 235.75 35.25
"1740" -4291.25 50.2417068481 7.43430376053 253.257843018 235.5 35.25
"1741" -4385.875 19.9029541016 6.3562707901 264.739074707 235.25 35.25
"1742" -4449.25 32.9660835266 6.91121959686 246.878982544 235 35.25
"1743" -4516.5 115.674339294 6.47350358963 241.344070435 234.75 35.25
"1744" -4595 26.3003177643 5.56987380981 253.246612549 234.5 35.25
"1745" -4647 15.091796875 4.40929031372 218.263717651 234.25 35.25
"1746" -4665 29.4158973694 6.57076358795 177.263168335 234 35.25
"1747" -4689.25 45.1808700562 17.764667511 168.131454468 233.75 35.25
"1748" -4744 50.5229721069 14.2226457596 202.182296753 233.5 35.25
"1749" -4739.375 45.3657302856 14.0683240891 168.808746338 233.25 35.25
"1750" -4774.75 79.4337158203 21.5571365356 193.201889038 233 35.25
"1751" -4812 54.6645050049 18.8138904572 150.301956177 232.75 35.25
"1752" -4758 104.988899231 34.2385482788 202.101760864 232.5 35.25
"1753" -4784 78.7333602905 22.0873222351 206.132644653 232.25 35.25
"1754" -4787.25 44.9316596985 17.8495616913 154.510177612 232 35.25
"1755" -4784 55.2684631348 14.4716777802 175.670227051 231.75 35.25
"1756" -4804.375 31.7202548981 12.7865095139 180 231.5 35.25
"1757" -4812.625 74.465713501 14.1973896027 163.598983765 231.25 35.25
"1758" -4801.5 49.1076660156 14.7909660339 160.922637939 231 35.25
"1759" -4795.75 46.6637039185 12.9888896942 150.106079102 230.75 35.25
"1760" -4816.5 72.2534332275 17.1680622101 189.715866089 230.5 35.25
"1761" -4847.5 49.7217330933 17.8602752686 159.763000488 230.25 35.25
"1762" -4848.625 46.7418708801 20.635641098 195.676391602 230 35.25
"1763" -4898 69.8792648315 23.2121982574 214.708587646 229.75 35.25
"1764" -4971 63.9838066101 21.8955307007 241.256240845 229.5 35.25
"1765" -5070.75 69.0508346558 21.4575653076 240.524124146 229.25 35.25
"1766" -5129 61.9030532837 22.773935318 205.135498047 229 35.25
"1767" -5148.625 77.6681671143 24.9718112946 175.67880249 228.75 35.25
"1768" -5143.5 53.5201377869 29.6367092133 197.69354248 228.5 35.25
"1769" -5145.5 69.0555343628 27.083114624 171.733200073 228.25 35.25
"1770" -5081 72.3259963989 29.816110611 165.365570068 228 35.25
"1771" -5054.25 61.0831718445 31.0228824615 158.832641602 227.75 35.25
"1772" -5044.875 42.5869445801 24.0748081207 178.281311035 227.5 35.25
"1773" -5049.25 45.4966926575 20.9854717255 196.66519165 227.25 35.25
"1774" -5074.125 57.173500061 24.9880962372 204.3490448 227 35.25
"1775" -5122.75 100.44392395 26.507768631 222.970687866 226.75 35.25
"1776" -5180.5 61.850440979 25.349111557 187.769775391 226.5 35.25
"1777" -5218.375 67.6446838379 23.6599826813 212.859619141 226.25 35.25
"1778" -5255.5 43.2959251404 16.0228652954 193.702316284 226 35.25
"1779" -5266 47.4542617798 12.0023193359 173.768966675 225.75 35.25
"1780" -5266.5 34.7363357544 14.4887599945 170.554000854 225.5 35.25
"1781" -5255 86.238494873 20.0606632233 153.090484619 225.25 35.25
"1782" -5221.5 58.345905304 20.618555069 155.250518799 225 35.25
"1783" NA NA NA NA 245 35.5
"1784" NA NA NA NA 244.75 35.5
"1785" NA NA NA NA 244.5 35.5
"1786" NA NA NA NA 244.25 35.5
"1787" NA NA NA NA 244 35.5
"1788" NA NA NA NA 243.75 35.5
"1789" NA NA NA NA 243.5 35.5
"1790" NA NA NA NA 243.25 35.5
"1791" NA NA NA NA 243 35.5
"1792" NA NA NA NA 242.75 35.5
"1793" NA NA NA NA 242.5 35.5
"1794" NA NA NA NA 242.25 35.5
"1795" NA NA NA NA 242 35.5
"1796" NA NA NA NA 241.75 35.5
"1797" NA NA NA NA 241.5 35.5
"1798" NA NA NA NA 241.25 35.5
"1799" NA NA NA NA 241 35.5
"1800" NA NA NA NA 240.75 35.5
"1801" NA NA NA NA 240.5 35.5
"1802" NA NA NA NA 240.25 35.5
"1803" NA NA NA NA 240 35.5
"1804" NA NA NA NA 239.75 35.5
"1805" NA NA NA NA 239.5 35.5
"1806" NA NA NA NA 239.25 35.5
"1807" NA NA NA NA 239 35.5
"1808" -417.5 168.275924683 22.374212265 235.74230957 238.75 35.5
"1809" -769.5 155.485244751 23.7456130981 244.203704834 238.5 35.5
"1810" -1032.5 151.251953125 21.4763393402 240.271255493 238.25 35.5
"1811" -1631.5 498.653839111 70.5747451782 242.459518433 238 35.5
"1812" -3593.625 524.132751465 34.1939125061 237.227142334 237.75 35.5
"1813" -3601.75 96.0694274902 16.4497776031 132.859695435 237.5 35.5
"1814" -3523.25 215.325424194 36.9022712708 182.605300903 237.25 35.5
"1815" -3787 166.169006348 20.1847953796 218.648086548 237 35.5
"1816" -3850 74.8570022583 11.8305835724 206.832611084 236.75 35.5
"1817" -3871 194.642318726 12.7210283279 191.725448608 236.5 35.5
"1818" -3911.375 253.688400269 14.410197258 197.009933472 236.25 35.5
"1819" -3996 120.445068359 11.5830965042 216.431167603 236 35.5
"1820" -4107 77.7516555786 9.37491512299 227.023468018 235.75 35.5
"1821" -4217 73.6068191528 8.67524909973 239.544433594 235.5 35.5
"1822" -4379 54.6317024231 9.05509471893 258.154968262 235.25 35.5
"1823" -4453 331.699890137 9.80094718933 261.210327148 235 35.5
"1824" -4523 59.7755393982 9.31605529785 264.071411133 234.75 35.5
"1825" -4625 47.6329841614 7.42800712585 257.201904297 234.5 35.5
"1826" -4657.25 20.1886634827 6.41315221786 202.828964233 234.25 35.5
"1827" -4675 26.7148189545 9.13525772095 181.541320801 234 35.5
"1828" -4678 59.1648788452 15.582159996 174.994857788 233.75 35.5
"1829" -4699 56.3490638733 13.0229387283 199.972869873 233.5 35.5
"1830" -4706 37.0285377502 15.1623067856 171.189193726 233.25 35.5
"1831" -4763.5 231.141784668 18.8869342804 162.437255859 233 35.5
"1832" -4739 50.6076393127 13.0397615433 165.766372681 232.75 35.5
"1833" -4719.625 64.1519470215 18.7993431091 231.187515259 232.5 35.5
"1834" -4741 77.3090667725 26.7654018402 224.442642212 232.25 35.5
"1835" -4740 43.4403953552 17.2733440399 160.597671509 232 35.5
"1836" -4718.875 39.2151641846 10.8734445572 201.644042969 231.75 35.5
"1837" -4722 34.4391708374 9.42864990234 188.692977905 231.5 35.5
"1838" -4738 35.1594848633 13.1702594757 181.43800354 231.25 35.5
"1839" -4758 41.9059333801 12.8268384933 172.873413086 231 35.5
"1840" -4752.75 28.1246185303 16.4082202911 167.006164551 230.75 35.5
"1841" -4783 106.048721313 24.8746871948 174.304260254 230.5 35.5
"1842" -4817.75 48.2508544922 20.4466552734 192.89289856 230.25 35.5
"1843" -4856.25 63.4286117554 20.5074329376 230.323791504 230 35.5
"1844" -4934.875 53.6582946777 25.9061145782 229.393859863 229.75 35.5
"1845" -4982.875 60.0620346069 19.4417591095 220.23324585 229.5 35.5
"1846" -5036 49.8986053467 17.6593914032 187.516830444 229.25 35.5
"1847" -5069.25 101.208465576 19.307477951 214.213241577 229 35.5
"1848" -5098.25 50.4148826599 17.3832626343 200.412475586 228.75 35.5
"1849" -5096 54.7890205383 18.9619789124 180 228.5 35.5
"1850" -5101 58.313079834 23.734249115 179.508804321 228.25 35.5
"1851" -5086.5 69.0169219971 31.7697982788 150.287536621 228 35.5
"1852" -5078 73.9096450806 37.0677261353 156.140411377 227.75 35.5
"1853" -5038 74.4515380859 23.0825634003 143.356384277 227.5 35.5
"1854" -5026 73.4431991577 21.6173419952 190.137451172 227.25 35.5
"1855" -5064 59.3949928284 21.7250499725 221.835372925 227 35.5
"1856" -5142 49.9867591858 16.638376236 225.544128418 226.75 35.5
"1857" -5216.5 72.2548599243 17.4697818756 202.232299805 226.5 35.5
"1858" -5246.5 100.046264648 26.6579227448 217.86831665 226.25 35.5
