"bathy" "longitude" "latitude"
"4526" NA 242.5 35.25
"4527" NA 242.75 35.25
"4528" NA 243 35.25
"4529" NA 243.25 35.25
"4530" NA 243.5 35.25
"4531" NA 243.75 35.25
"4532" NA 244 35.25
"4533" NA 244.25 35.25
"4534" NA 244.5 35.25
"4535" NA 244.75 35.25
"4536" NA 245 35.25
"4375" -5196.75 225 35.5
"4376" -5206 225.25 35.5
"4377" -5237.5 225.5 35.5
"4378" -5239 225.75 35.5
"4379" -5259.5 226 35.5
"4380" -5246.5 226.25 35.5
"4381" -5216.5 226.5 35.5
"4382" -5142 226.75 35.5
"4383" -5064 227 35.5
"4384" -5026 227.25 35.5
"4385" -5038 227.5 35.5
"4386" -5078 227.75 35.5
"4387" -5086.5 228 35.5
"4388" -5101 228.25 35.5
"4389" -5096 228.5 35.5
"4390" -5098.25 228.75 35.5
"4391" -5069.25 229 35.5
"4392" -5036 229.25 35.5
"4393" -4982.875 229.5 35.5
"4394" -4934.875 229.75 35.5
"4395" -4856.25 230 35.5
"4396" -4817.75 230.25 35.5
"4397" -4783 230.5 35.5
"4398" -4752.75 230.75 35.5
"4399" -4758 231 35.5
"4400" -4738 231.25 35.5
"4401" -4722 231.5 35.5
"4402" -4718.875 231.75 35.5
"4403" -4740 232 35.5
"4404" -4741 232.25 35.5
"4405" -4719.625 232.5 35.5
"4406" -4739 232.75 35.5
"4407" -4763.5 233 35.5
"4408" -4706 233.25 35.5
"4409" -4699 233.5 35.5
"4410" -4678 233.75 35.5
"4411" -4675 234 35.5
"4412" -4657.25 234.25 35.5
"4413" -4625 234.5 35.5
"4414" -4523 234.75 35.5
"4415" -4453 235 35.5
"4416" -4379 235.25 35.5
"4417" -4217 235.5 35.5
"4418" -4107 235.75 35.5
"4419" -3996 236 35.5
"4420" -3911.375 236.25 35.5
"4421" -3871 236.5 35.5
"4422" -3850 236.75 35.5
"4423" -3787 237 35.5
"4424" -3523.25 237.25 35.5
"4425" -3601.75 237.5 35.5
"4426" -3593.625 237.75 35.5
"4427" -1631.5 238 35.5
"4428" -1032.5 238.25 35.5
"4429" -769.5 238.5 35.5
"4430" -417.5 238.75 35.5
"4431" NA 239 35.5
"4432" NA 239.25 35.5
"4433" NA 239.5 35.5
"4434" NA 239.75 35.5
"4435" NA 240 35.5
"4436" NA 240.25 35.5
"4437" NA 240.5 35.5
"4438" NA 240.75 35.5
"4439" NA 241 35.5
"4440" NA 241.25 35.5
"4441" NA 241.5 35.5
"4442" NA 241.75 35.5
"4443" NA 242 35.5
"4444" NA 242.25 35.5
"4445" NA 242.5 35.5
"4446" NA 242.75 35.5
"4447" NA 243 35.5
"4448" NA 243.25 35.5
"4449" NA 243.5 35.5
"4450" NA 243.75 35.5
"4451" NA 244 35.5
"4452" NA 244.25 35.5
"4453" NA 244.5 35.5
"4454" NA 244.75 35.5
"4455" NA 245 35.5
"4294" -5096.125 225 35.75
"4295" -5095 225.25 35.75
"4296" -5192.5 225.5 35.75
"4297" -5263.125 225.75 35.75
"4298" -5314.25 226 35.75
"4299" -5263 226.25 35.75
"4300" -5207.875 226.5 35.75
"4301" -5146 226.75 35.75
"4302" -5072.5 227 35.75
"4303" -5011 227.25 35.75
"4304" -5024.625 227.5 35.75
"4305" -5039 227.75 35.75
"4306" -5033 228 35.75
"4307" -5037.5 228.25 35.75
"4308" -5048 228.5 35.75
"4309" -5053.625 228.75 35.75
"4310" -5012.625 229 35.75
"4311" -5002.25 229.25 35.75
"4312" -4983 229.5 35.75
"4313" -4932.5 229.75 35.75
"4314" -4837.25 230 35.75
"4315" -4795 230.25 35.75
"4316" -4735 230.5 35.75
"4317" -4753.25 230.75 35.75
"4318" -4758.75 231 35.75
"4319" -4743 231.25 35.75
"4320" -4726 231.5 35.75
"4321" -4748.5 231.75 35.75
"4322" -4763.125 232 35.75
"4323" -4795.75 232.25 35.75
"4324" -4766 232.5 35.75
"4325" -4763 232.75 35.75
"4326" -4772.5 233 35.75
"4327" -4686 233.25 35.75
"4328" -4678 233.5 35.75
"4329" -4658.875 233.75 35.75
"4330" -4664.625 234 35.75
"4331" -4655.25 234.25 35.75
"4332" -4632 234.5 35.75
"4333" -4559 234.75 35.75
"4334" -4488.75 235 35.75
"4335" -4302 235.25 35.75
"4336" -4182 235.5 35.75
"4337" -4013.5 235.75 35.75
"4338" -3928.5 236 35.75
"4339" -3809 236.25 35.75
"4340" -3732.5 236.5 35.75
"4341" -3727.125 236.75 35.75
"4342" -3679.25 237 35.75
"4343" -3458 237.25 35.75
"4344" -3385 237.5 35.75
"4345" -2444.25 237.75 35.75
"4346" -1237.5 238 35.75
"4347" -961.375 238.25 35.75
"4348" -606.25 238.5 35.75
"4349" NA 238.75 35.75
"4350" NA 239 35.75
"4351" NA 239.25 35.75
"4352" NA 239.5 35.75
"4353" NA 239.75 35.75
"4354" NA 240 35.75
"4355" NA 240.25 35.75
"4356" NA 240.5 35.75
"4357" NA 240.75 35.75
"4358" NA 241 35.75
"4359" NA 241.25 35.75
"4360" NA 241.5 35.75
"4361" NA 241.75 35.75
"4362" NA 242 35.75
"4363" NA 242.25 35.75
"4364" NA 242.5 35.75
"4365" NA 242.75 35.75
"4366" NA 243 35.75
"4367" NA 243.25 35.75
"4368" NA 243.5 35.75
"4369" NA 243.75 35.75
"4370" NA 244 35.75
"4371" NA 244.25 35.75
"4372" NA 244.5 35.75
"4373" NA 244.75 35.75
"4374" NA 245 35.75
"4213" -5058.75 225 36
"4214" -5054.75 225.25 36
"4215" -5094 225.5 36
"4216" -5225 225.75 36
"4217" -5298 226 36
"4218" -5274 226.25 36
"4219" -5247 226.5 36
"4220" -5167.5 226.75 36
"4221" -5088 227 36
"4222" -5026.25 227.25 36
"4223" -5025.75 227.5 36
"4224" -5002.5 227.75 36
"4225" -4991.875 228 36
"4226" -4994.125 228.25 36
"4227" -4947.5 228.5 36
"4228" -5013.5 228.75 36
"4229" -5014.5 229 36
"4230" -4948 229.25 36
"4231" -4946.5 229.5 36
"4232" -4927.5 229.75 36
"4233" -4860 230 36
"4234" -4810 230.25 36
"4235" -4718.25 230.5 36
"4236" -4733.25 230.75 36
"4237" -4762 231 36
"4238" -4758 231.25 36
"4239" -4731 231.5 36
"4240" -4763 231.75 36
"4241" -4793 232 36
"4242" -4829 232.25 36
"4243" -4813.5 232.5 36
"4244" -4804.5 232.75 36
"4245" -4792.75 233 36
"4246" -4684 233.25 36
"4247" -4652.75 233.5 36
"4248" -4648 233.75 36
"4249" -4651 234 36
"4250" -4640 234.25 36
"4251" -4606 234.5 36
"4252" -4517 234.75 36
"4253" -4466.5 235 36
"4254" -4255.125 235.25 36
"4255" -4165 235.5 36
"4256" -3966.5 235.75 36
"4257" -3903.625 236 36
"4258" -3780.5 236.25 36
"4259" -3630.625 236.5 36
"4260" -3578.75 236.75 36
"4261" -3559 237 36
"4262" -3435.5 237.25 36
"4263" -3181 237.5 36
"4264" -1778 237.75 36
"4265" -1229.75 238 36
"4266" -904.5 238.25 36
"4267" NA 238.5 36
"4268" NA 238.75 36
"4269" NA 239 36
"4270" NA 239.25 36
"4271" NA 239.5 36
"4272" NA 239.75 36
"4273" NA 240 36
"4274" NA 240.25 36
"4275" NA 240.5 36
"4276" NA 240.75 36
"4277" NA 241 36
"4278" NA 241.25 36
"4279" NA 241.5 36
"4280" NA 241.75 36
"4281" NA 242 36
"4282" NA 242.25 36
"4283" NA 242.5 36
"4284" NA 242.75 36
"4285" NA 243 36
"4286" NA 243.25 36
"4287" NA 243.5 36
"4288" NA 243.75 36
"4289" NA 244 36
"4290" NA 244.25 36
"4291" NA 244.5 36
"4292" NA 244.75 36
"4293" NA 245 36
"4132" -5009 225 36.25
"4133" -4998 225.25 36.25
"4134" -5032 225.5 36.25
"4135" -5110 225.75 36.25
"4136" -5220.75 226 36.25
"4137" -5256 226.25 36.25
"4138" -5255.5 226.5 36.25
"4139" -5216.75 226.75 36.25
"4140" -5080.5 227 36.25
"4141" -5028.75 227.25 36.25
"4142" -5016.25 227.5 36.25
"4143" -4999 227.75 36.25
"4144" -4995.5 228 36.25
"4145" -4965 228.25 36.25
"4146" -4906.125 228.5 36.25
"4147" -4905 228.75 36.25
"4148" -4894 229 36.25
"4149" -4900 229.25 36.25
"4150" -4910 229.5 36.25
"4151" -4942.125 229.75 36.25
"4152" -4918.125 230 36.25
"4153" -4880.75 230.25 36.25
"4154" -4771 230.5 36.25
"4155" -4762 230.75 36.25
"4156" -4770.125 231 36.25
"4157" -4761 231.25 36.25
"4158" -4716 231.5 36.25
"4159" -4752.5 231.75 36.25
"4160" -4763.5 232 36.25
"4161" -4781 232.25 36.25
"4162" -4804.5 232.5 36.25
"4163" -4805.25 232.75 36.25
"4164" -4777 233 36.25
"4165" -4708 233.25 36.25
"4166" -4622.5 233.5 36.25
"4167" -4620.5 233.75 36.25
"4168" -4606.625 234 36.25
"4169" -4603.25 234.25 36.25
"4170" -4555 234.5 36.25
"4171" -4504 234.75 36.25
"4172" -4459.25 235 36.25
"4173" -4241 235.25 36.25
"4174" -4091.75 235.5 36.25
"4175" -3967 235.75 36.25
"4176" -3885 236 36.25
"4177" -3759 236.25 36.25
"4178" -3586.75 236.5 36.25
"4179" -3466 236.75 36.25
"4180" -3336.25 237 36.25
"4181" -3255 237.25 36.25
"4182" -2440 237.5 36.25
"4183" -1304.5 237.75 36.25
"4184" -810 238 36.25
"4185" NA 238.25 36.25
"4186" NA 238.5 36.25
"4187" NA 238.75 36.25
"4188" NA 239 36.25
"4189" NA 239.25 36.25
"4190" NA 239.5 36.25
"4191" NA 239.75 36.25
"4192" NA 240 36.25
"4193" NA 240.25 36.25
"4194" NA 240.5 36.25
"4195" NA 240.75 36.25
"4196" NA 241 36.25
"4197" NA 241.25 36.25
"4198" NA 241.5 36.25
"4199" NA 241.75 36.25
"4200" NA 242 36.25
"4201" NA 242.25 36.25
"4202" NA 242.5 36.25
"4203" NA 242.75 36.25
"4204" NA 243 36.25
"4205" NA 243.25 36.25
"4206" NA 243.5 36.25
"4207" NA 243.75 36.25
"4208" NA 244 36.25
"4209" NA 244.25 36.25
"4210" NA 244.5 36.25
"4211" NA 244.75 36.25
"4212" NA 245 36.25
"4051" -5012.125 225 36.5
"4052" -5003 225.25 36.5
"4053" -5015.5 225.5 36.5
"4054" -5058 225.75 36.5
"4055" -5146.25 226 36.5
"4056" -5179 226.25 36.5
"4057" -5191.875 226.5 36.5
"4058" -5165.25 226.75 36.5
"4059" -5086.5 227 36.5
"4060" -5026.875 227.25 36.5
"4061" -4937.75 227.5 36.5
"4062" -4968.75 227.75 36.5
"4063" -4963 228 36.5
"4064" -4931.375 228.25 36.5
"4065" -4921.5 228.5 36.5
"4066" -4891.125 228.75 36.5
"4067" -4886 229 36.5
"4068" -4895.375 229.25 36.5
"4069" -4943.75 229.5 36.5
"4070" -4954.625 229.75 36.5
"4071" -4908.5 230 36.5
"4072" -4871.125 230.25 36.5
"4073" -4797 230.5 36.5
"4074" -4781 230.75 36.5
"4075" -4771.25 231 36.5
"4076" -4773 231.25 36.5
"4077" -4756.25 231.5 36.5
"4078" -4745 231.75 36.5
"4079" -4760 232 36.5
"4080" -4756.5 232.25 36.5
"4081" -4754.75 232.5 36.5
"4082" -4760.75 232.75 36.5
"4083" -4719.75 233 36.5
"4084" -4657 233.25 36.5
"4085" -4597.5 233.5 36.5
"4086" -4572.5 233.75 36.5
"4087" -4526 234 36.5
"4088" -4533 234.25 36.5
"4089" -4521 234.5 36.5
"4090" -4485 234.75 36.5
"4091" -4404.5 235 36.5
"4092" -4246 235.25 36.5
"4093" -4022 235.5 36.5
"4094" -3963 235.75 36.5
"4095" -3892 236 36.5
"4096" -3759.75 236.25 36.5
"4097" -3593.5 236.5 36.5
"4098" -3399 236.75 36.5
"4099" -3157.5 237 36.5
"4100" -2951.375 237.25 36.5
"4101" -2451.75 237.5 36.5
"4102" -1362 237.75 36.5
"4103" -636 238 36.5
"4104" NA 238.25 36.5
"4105" NA 238.5 36.5
"4106" NA 238.75 36.5
"4107" NA 239 36.5
"4108" NA 239.25 36.5
"4109" NA 239.5 36.5
"4110" NA 239.75 36.5
"4111" NA 240 36.5
"4112" NA 240.25 36.5
"4113" NA 240.5 36.5
"4114" NA 240.75 36.5
"4115" NA 241 36.5
"4116" NA 241.25 36.5
"4117" NA 241.5 36.5
"4118" NA 241.75 36.5
"4119" NA 242 36.5
"4120" NA 242.25 36.5
"4121" NA 242.5 36.5
"4122" NA 242.75 36.5
"4123" NA 243 36.5
"4124" NA 243.25 36.5
"4125" NA 243.5 36.5
"4126" NA 243.75 36.5
"4127" NA 244 36.5
"4128" NA 244.25 36.5
"4129" NA 244.5 36.5
"4130" NA 244.75 36.5
"4131" NA 245 36.5
"3970" -5075 225 36.75
"3971" -5060.5 225.25 36.75
"3972" -5035.5 225.5 36.75
"3973" -5039.5 225.75 36.75
"3974" -5083 226 36.75
"3975" -5075 226.25 36.75
"3976" -5059.5 226.5 36.75
"3977" -5090 226.75 36.75
"3978" -5085.625 227 36.75
"3979" -5032.5 227.25 36.75
"3980" -4953.5 227.5 36.75
"3981" -4964.125 227.75 36.75
"3982" -4933.5 228 36.75
"3983" -4920.5 228.25 36.75
"3984" -4942 228.5 36.75
"3985" -4915 228.75 36.75
"3986" -4922 229 36.75
"3987" -4938 229.25 36.75
"3988" -4978 229.5 36.75
"3989" -4966 229.75 36.75
"3990" -4884.5 230 36.75
"3991" -4853.5 230.25 36.75
"3992" -4831 230.5 36.75
"3993" -4806 230.75 36.75
"3994" -4800.25 231 36.75
"3995" -4810.5 231.25 36.75
"3996" -4791.5 231.5 36.75
"3997" -4772.5 231.75 36.75
"3998" -4763 232 36.75
"3999" -4748.5 232.25 36.75
"4000" -4744 232.5 36.75
"4001" -4716.5 232.75 36.75
"4002" -4648.75 233 36.75
"4003" -4586.5 233.25 36.75
"4004" -4568 233.5 36.75
"4005" -4544 233.75 36.75
"4006" -4496 234 36.75
"4007" -4483 234.25 36.75
"4008" -4386 234.5 36.75
"4009" -4315 234.75 36.75
"4010" -4317.25 235 36.75
"4011" -4256 235.25 36.75
"4012" -4035.75 235.5 36.75
"4013" -3965.25 235.75 36.75
"4014" -3882 236 36.75
"4015" -3745.25 236.25 36.75
"4016" -3557.75 236.5 36.75
"4017" -3285 236.75 36.75
"4018" -2971 237 36.75
"4019" -2591 237.25 36.75
"4020" -2058.875 237.5 36.75
"4021" -1270.75 237.75 36.75
"4022" -158.25 238 36.75
"4023" NA 238.25 36.75
"4024" NA 238.5 36.75
"4025" NA 238.75 36.75
"4026" NA 239 36.75
"4027" NA 239.25 36.75
"4028" NA 239.5 36.75
"4029" NA 239.75 36.75
"4030" NA 240 36.75
"4031" NA 240.25 36.75
"4032" NA 240.5 36.75
"4033" NA 240.75 36.75
"4034" NA 241 36.75
"4035" NA 241.25 36.75
"4036" NA 241.5 36.75
"4037" NA 241.75 36.75
"4038" NA 242 36.75
"4039" NA 242.25 36.75
"4040" NA 242.5 36.75
"4041" NA 242.75 36.75
"4042" NA 243 36.75
"4043" NA 243.25 36.75
"4044" NA 243.5 36.75
"4045" NA 243.75 36.75
"4046" NA 244 36.75
"4047" NA 244.25 36.75
"4048" NA 244.5 36.75
"4049" NA 244.75 36.75
"4050" NA 245 36.75
"3889" -5090 225 37
"3890" -5054.875 225.25 37
"3891" -5030.5 225.5 37
"3892" -4999 225.75 37
"3893" -4976.75 226 37
"3894" -4994.875 226.25 37
"3895" -5039.5 226.5 37
"3896" -5101 226.75 37
"3897" -5113.125 227 37
"3898" -5056.5 227.25 37
"3899" -4982.75 227.5 37
"3900" -4980.5 227.75 37
"3901" -4875 228 37
"3902" -4888 228.25 37
"3903" -4907 228.5 37
"3904" -4932.25 228.75 37
"3905" -4969.5 229 37
"3906" -4968.375 229.25 37
"3907" -4992.75 229.5 37
"3908" -5008.5 229.75 37
"3909" -4923 230 37
"3910" -4876 230.25 37
"3911" -4857 230.5 37
"3912" -4811.125 230.75 37
"3913" -4803.125 231 37
"3914" -4809 231.25 37
"3915" -4800.25 231.5 37
"3916" -4771 231.75 37
"3917" -4751 232 37
"3918" -4741 232.25 37
"3919" -4729 232.5 37
"3920" -4665.5 232.75 37
"3921" -4624 233 37
"3922" -4570 233.25 37
"3923" -4547 233.5 37
"3924" -4525.5 233.75 37
"3925" -4466.5 234 37
"3926" -4424 234.25 37
"3927" -4359.875 234.5 37
"3928" -4297.5 234.75 37
"3929" -4273 235 37
"3930" -4216 235.25 37
"3931" -4057 235.5 37
"3932" -3955.75 235.75 37
"3933" -3807 236 37
"3934" -3644 236.25 37
"3935" -3307 236.5 37
"3936" -2813 236.75 37
"3937" -2042.5 237 37
"3938" -991.25 237.25 37
"3939" -275.75 237.5 37
"3940" -116 237.75 37
"3941" NA 238 37
"3942" NA 238.25 37
"3943" NA 238.5 37
"3944" NA 238.75 37
"3945" NA 239 37
"3946" NA 239.25 37
"3947" NA 239.5 37
"3948" NA 239.75 37
"3949" NA 240 37
"3950" NA 240.25 37
"3951" NA 240.5 37
"3952" NA 240.75 37
"3953" NA 241 37
"3954" NA 241.25 37
"3955" NA 241.5 37
"3956" NA 241.75 37
"3957" NA 242 37
"3958" NA 242.25 37
"3959" NA 242.5 37
"3960" NA 242.75 37
"3961" NA 243 37
"3962" NA 243.25 37
"3963" NA 243.5 37
"3964" NA 243.75 37
"3965" NA 244 37
"3966" NA 244.25 37
"3967" NA 244.5 37
"3968" NA 244.75 37
"3969" NA 245 37
"3808" -4970.25 225 37.25
"3809" -4988 225.25 37.25
"3810" -4980.5 225.5 37.25
"3811" -4939 225.75 37.25
"3812" -4942.5 226 37.25
"3813" -4970 226.25 37.25
"3814" -5043 226.5 37.25
"3815" -5093.625 226.75 37.25
"3816" -5111.75 227 37.25
"3817" -5058 227.25 37.25
"3818" -4987 227.5 37.25
"3819" -5006.5 227.75 37.25
"3820" -4899.375 228 37.25
"3821" -4863.5 228.25 37.25
"3822" -4757 228.5 37.25
"3823" -4911.875 228.75 37.25
"3824" -4969 229 37.25
"3825" -4990.5 229.25 37.25
"3826" -5021 229.5 37.25
"3827" -5019 229.75 37.25
"3828" -4925 230 37.25
"3829" -4823 230.25 37.25
"3830" -4813 230.5 37.25
"3831" -4811.875 230.75 37.25
"3832" -4794 231 37.25
"3833" -4797.75 231.25 37.25
"3834" -4782.5 231.5 37.25
"3835" -4763 231.75 37.25
"3836" -4743 232 37.25
"3837" -4736.5 232.25 37.25
"3838" -4689.5 232.5 37.25
"3839" -4656 232.75 37.25
"3840" -4607 233 37.25
"3841" -4556.5 233.25 37.25
"3842" -4521.25 233.5 37.25
"3843" -4478 233.75 37.25
"3844" -4422.75 234 37.25
"3845" -4390 234.25 37.25
"3846" -4344.5 234.5 37.25
"3847" -4277 234.75 37.25
"3848" -4227.5 235 37.25
"3849" -4177.375 235.25 37.25
"3850" -4064 235.5 37.25
"3851" -3919.5 235.75 37.25
"3852" -3749 236 37.25
"3853" -3512 236.25 37.25
"3854" -3047.5 236.5 37.25
"3855" -1749.5 236.75 37.25
"3856" -681.25 237 37.25
"3857" -131.25 237.25 37.25
"3858" -89.75 237.5 37.25
"3859" NA 237.75 37.25
"3860" NA 238 37.25
"3861" NA 238.25 37.25
"3862" NA 238.5 37.25
"3863" NA 238.75 37.25
"3864" NA 239 37.25
"3865" NA 239.25 37.25
"3866" NA 239.5 37.25
"3867" NA 239.75 37.25
"3868" NA 240 37.25
"3869" NA 240.25 37.25
"3870" NA 240.5 37.25
"3871" NA 240.75 37.25
"3872" NA 241 37.25
"3873" NA 241.25 37.25
"3874" NA 241.5 37.25
"3875" NA 241.75 37.25
"3876" NA 242 37.25
"3877" NA 242.25 37.25
"3878" NA 242.5 37.25
"3879" NA 242.75 37.25
"3880" NA 243 37.25
"3881" NA 243.25 37.25
"3882" NA 243.5 37.25
"3883" NA 243.75 37.25
"3884" NA 244 37.25
"3885" NA 244.25 37.25
"3886" NA 244.5 37.25
"3887" NA 244.75 37.25
"3888" NA 245 37.25
"3727" -4912.25 225 37.5
"3728" -4910 225.25 37.5
"3729" -4914 225.5 37.5
"3730" -4926.75 225.75 37.5
"3731" -4933.125 226 37.5
"3732" -4954.75 226.25 37.5
"3733" -4983.5 226.5 37.5
"3734" -5045.5 226.75 37.5
"3735" -5106 227 37.5
"3736" -5088.5 227.25 37.5
"3737" -5044.75 227.5 37.5
"3738" -5036.25 227.75 37.5
"3739" -4928.375 228 37.5
"3740" -4873 228.25 37.5
"3741" -4914.5 228.5 37.5
"3742" -4918.25 228.75 37.5
"3743" -4924 229 37.5
"3744" -4973 229.25 37.5
"3745" -5007 229.5 37.5
"3746" -4981.5 229.75 37.5
"3747" -4858.75 230 37.5
"3748" -4781 230.25 37.5
"3749" -4793.25 230.5 37.5
"3750" -4789.5 230.75 37.5
"3751" -4786.5 231 37.5
"3752" -4778 231.25 37.5
"3753" -4756.5 231.5 37.5
"3754" -4745.5 231.75 37.5
"3755" -4727.375 232 37.5
"3756" -4705.5 232.25 37.5
"3757" -4668.5 232.5 37.5
"3758" -4625 232.75 37.5
"3759" -4579.5 233 37.5
"3760" -4535.5 233.25 37.5
"3761" -4489.5 233.5 37.5
"3762" -4433.5 233.75 37.5
"3763" -4377 234 37.5
"3764" -4338.5 234.25 37.5
"3765" -4288.625 234.5 37.5
"3766" -4234.5 234.75 37.5
"3767" -4185.75 235 37.5
"3768" -4099.5 235.25 37.5
"3769" -4021.75 235.5 37.5
"3770" -3800.125 235.75 37.5
"3771" -3611.125 236 37.5
"3772" -3422.75 236.25 37.5
"3773" -2759.125 236.5 37.5
"3774" -1402.5 236.75 37.5
"3775" -366.5 237 37.5
"3776" -80 237.25 37.5
"3777" -48 237.5 37.5
"3778" NA 237.75 37.5
"3779" NA 238 37.5
"3780" NA 238.25 37.5
"3781" NA 238.5 37.5
"3782" NA 238.75 37.5
"3783" NA 239 37.5
"3784" NA 239.25 37.5
"3785" NA 239.5 37.5
"3786" NA 239.75 37.5
"3787" NA 240 37.5
"3788" NA 240.25 37.5
"3789" NA 240.5 37.5
"3790" NA 240.75 37.5
"3791" NA 241 37.5
"3792" NA 241.25 37.5
"3793" NA 241.5 37.5
"3794" NA 241.75 37.5
"3795" NA 242 37.5
"3796" NA 242.25 37.5
"3797" NA 242.5 37.5
"3798" NA 242.75 37.5
"3799" NA 243 37.5
"3800" NA 243.25 37.5
"3801" NA 243.5 37.5
"3802" NA 243.75 37.5
"3803" NA 244 37.5
"3804" NA 244.25 37.5
"3805" NA 244.5 37.5
"3806" NA 244.75 37.5
"3807" NA 245 37.5
"3646" -4877.75 225 37.75
"3647" -4876.625 225.25 37.75
"3648" -4872.875 225.5 37.75
"3649" -4874 225.75 37.75
"3650" -4886.75 226 37.75
"3651" -4895 226.25 37.75
"3652" -4912 226.5 37.75
"3653" -4973.5 226.75 37.75
"3654" -5026 227 37.75
"3655" -5029.875 227.25 37.75
"3656" -5017.625 227.5 37.75
"3657" -4990 227.75 37.75
"3658" -4914 228 37.75
"3659" -4881.5 228.25 37.75
"3660" -4907.5 228.5 37.75
"3661" -4903.5 228.75 37.75
"3662" -4909.375 229 37.75
"3663" -4931 229.25 37.75
"3664" -4947.5 229.5 37.75
"3665" -4874.5 229.75 37.75
"3666" -4772.75 230 37.75
"3667" -4752 230.25 37.75
"3668" -4783 230.5 37.75
"3669" -4781.5 230.75 37.75
"3670" -4759 231 37.75
"3671" -4732.5 231.25 37.75
"3672" -4728 231.5 37.75
"3673" -4723 231.75 37.75
"3674" -4700.25 232 37.75
"3675" -4683 232.25 37.75
"3676" -4641 232.5 37.75
"3677" -4572 232.75 37.75
"3678" -4516 233 37.75
"3679" -4495 233.25 37.75
"3680" -4437.5 233.5 37.75
"3681" -4404.5 233.75 37.75
"3682" -4353.75 234 37.75
"3683" -4288 234.25 37.75
"3684" -4236.875 234.5 37.75
"3685" -4170 234.75 37.75
"3686" -4097.5 235 37.75
"3687" -4036 235.25 37.75
"3688" -3915.25 235.5 37.75
"3689" -3750.5 235.75 37.75
"3690" -3566 236 37.75
"3691" -3336.5 236.25 37.75
"3692" -2356.25 236.5 37.75
"3693" -590 236.75 37.75
"3694" -74 237 37.75
"3695" -49 237.25 37.75
"3696" -19.5 237.5 37.75
"3697" NA 237.75 37.75
"3698" NA 238 37.75
"3699" NA 238.25 37.75
"3700" NA 238.5 37.75
"3701" NA 238.75 37.75
"3702" NA 239 37.75
"3703" NA 239.25 37.75
"3704" NA 239.5 37.75
"3705" NA 239.75 37.75
"3706" NA 240 37.75
"3707" NA 240.25 37.75
"3708" NA 240.5 37.75
"3709" NA 240.75 37.75
"3710" NA 241 37.75
"3711" NA 241.25 37.75
"3712" NA 241.5 37.75
"3713" NA 241.75 37.75
"3714" NA 242 37.75
"3715" NA 242.25 37.75
"3716" NA 242.5 37.75
"3717" NA 242.75 37.75
"3718" NA 243 37.75
"3719" NA 243.25 37.75
"3720" NA 243.5 37.75
"3721" NA 243.75 37.75
"3722" NA 244 37.75
"3723" NA 244.25 37.75
"3724" NA 244.5 37.75
"3725" NA 244.75 37.75
"3726" NA 245 37.75
"3565" -4872.875 225 38
"3566" -4867.625 225.25 38
"3567" -4891.75 225.5 38
"3568" -4849.5 225.75 38
"3569" -4868 226 38
"3570" -4886.25 226.25 38
"3571" -4901.5 226.5 38
"3572" -4967.5 226.75 38
"3573" -5003.5 227 38
"3574" -4989.75 227.25 38
"3575" -4952 227.5 38
"3576" -4922.5 227.75 38
"3577" -4877 228 38
"3578" -4834.125 228.25 38
"3579" -4882.625 228.5 38
"3580" -4898 228.75 38
"3581" -4893 229 38
"3582" -4875.75 229.25 38
"3583" -4815 229.5 38
"3584" -4732.5 229.75 38
"3585" -4663.125 230 38
"3586" -4667 230.25 38
"3587" -4755.25 230.5 38
"3588" -4785 230.75 38
"3589" -4750 231 38
"3590" -4705 231.25 38
"3591" -4717.5 231.5 38
"3592" -4660 231.75 38
"3593" -4626.5 232 38
"3594" -4647.5 232.25 38
"3595" -4634 232.5 38
"3596" -4536.125 232.75 38
"3597" -4503 233 38
"3598" -4474 233.25 38
"3599" -4437.5 233.5 38
"3600" -4398 233.75 38
"3601" -4313.625 234 38
"3602" -4201.5 234.25 38
"3603" -4138 234.5 38
"3604" -4050.5 234.75 38
"3605" -4013 235 38
"3606" -3957.5 235.25 38
"3607" -3891.625 235.5 38
"3608" -3752.25 235.75 38
"3609" -3590.25 236 38
"3610" -3137 236.25 38
"3611" -804.75 236.5 38
"3612" -103 236.75 38
"3613" NA 237 38
"3614" NA 237.25 38
"3615" NA 237.5 38
"3616" NA 237.75 38
"3617" NA 238 38
"3618" NA 238.25 38
"3619" NA 238.5 38
"3620" NA 238.75 38
"3621" NA 239 38
"3622" NA 239.25 38
"3623" NA 239.5 38
"3624" NA 239.75 38
"3625" NA 240 38
"3626" NA 240.25 38
"3627" NA 240.5 38
"3628" NA 240.75 38
"3629" NA 241 38
"3630" NA 241.25 38
"3631" NA 241.5 38
"3632" NA 241.75 38
"3633" NA 242 38
"3634" NA 242.25 38
"3635" NA 242.5 38
"3636" NA 242.75 38
"3637" NA 243 38
"3638" NA 243.25 38
"3639" NA 243.5 38
"3640" NA 243.75 38
"3641" NA 244 38
"3642" NA 244.25 38
"3643" NA 244.5 38
"3644" NA 244.75 38
"3645" NA 245 38
"3484" -4870.875 225 38.25
"3485" -4953.625 225.25 38.25
"3486" -5005.5 225.5 38.25
"3487" -4989 225.75 38.25
"3488" -4966 226 38.25
"3489" -4987.25 226.25 38.25
"3490" -5005.5 226.5 38.25
"3491" -5043.5 226.75 38.25
"3492" -5038 227 38.25
"3493" -4983 227.25 38.25
"3494" -4946 227.5 38.25
"3495" -4931 227.75 38.25
"3496" -4914 228 38.25
