"bathy" "longitude" "latitude"
"5412" -1106.25 241.25 32.5
"5413" -1107.5 241.5 32.5
"5414" -1345.75 241.75 32.5
"5415" -1505 242 32.5
"5416" -1213 242.25 32.5
"5417" -1121 242.5 32.5
"5418" -136.375 242.75 32.5
"5419" NA 243 32.5
"5420" NA 243.25 32.5
"5421" NA 243.5 32.5
"5422" NA 243.75 32.5
"5423" NA 244 32.5
"5424" NA 244.25 32.5
"5425" NA 244.5 32.5
"5426" NA 244.75 32.5
"5427" NA 245 32.5
"5266" -4581.5 225 32.75
"5267" -4528.25 225.25 32.75
"5268" -4423.75 225.5 32.75
"5269" -4444 225.75 32.75
"5270" -4432 226 32.75
"5271" -4340 226.25 32.75
"5272" -4329.875 226.5 32.75
"5273" -4390.75 226.75 32.75
"5274" -4402.25 227 32.75
"5275" -4366.75 227.25 32.75
"5276" -3890 227.5 32.75
"5277" -4171 227.75 32.75
"5278" -4403 228 32.75
"5279" -4460 228.25 32.75
"5280" -4459.25 228.5 32.75
"5281" -4500.75 228.75 32.75
"5282" -4414.75 229 32.75
"5283" -4111.75 229.25 32.75
"5284" -4311 229.5 32.75
"5285" -4397 229.75 32.75
"5286" -4404 230 32.75
"5287" -4354.5 230.25 32.75
"5288" -4370.125 230.5 32.75
"5289" -4512.75 230.75 32.75
"5290" -4541 231 32.75
"5291" -4555.25 231.25 32.75
"5292" -4554.75 231.5 32.75
"5293" -4517 231.75 32.75
"5294" -4535.5 232 32.75
"5295" -4494 232.25 32.75
"5296" -4445 232.5 32.75
"5297" -4404 232.75 32.75
"5298" -4403.75 233 32.75
"5299" -4373 233.25 32.75
"5300" -4360 233.5 32.75
"5301" -4395.5 233.75 32.75
"5302" -4412.25 234 32.75
"5303" -4471.875 234.25 32.75
"5304" -4502.25 234.5 32.75
"5305" -4531 234.75 32.75
"5306" -4488 235 32.75
"5307" -4442.5 235.25 32.75
"5308" -4422.125 235.5 32.75
"5309" -4386.5 235.75 32.75
"5310" -4369.75 236 32.75
"5311" -4314.75 236.25 32.75
"5312" -4256.5 236.5 32.75
"5313" -4232.5 236.75 32.75
"5314" -4214 237 32.75
"5315" -4169.75 237.25 32.75
"5316" -4151 237.5 32.75
"5317" -4122.375 237.75 32.75
"5318" -4080.5 238 32.75
"5319" -4057 238.25 32.75
"5320" -3975 238.5 32.75
"5321" -3863 238.75 32.75
"5322" -3808.25 239 32.75
"5323" -3814.625 239.25 32.75
"5324" -3754.5 239.5 32.75
"5325" -1519.625 239.75 32.75
"5326" -1083.5 240 32.75
"5327" -1109.75 240.25 32.75
"5328" -757.5 240.5 32.75
"5329" -467.375 240.75 32.75
"5330" -1125.5 241 32.75
"5331" -1105.625 241.25 32.75
"5332" -977.25 241.5 32.75
"5333" -881.5 241.75 32.75
"5334" -756.5 242 32.75
"5335" -902 242.25 32.75
"5336" -773.5 242.5 32.75
"5337" NA 242.75 32.75
"5338" NA 243 32.75
"5339" NA 243.25 32.75
"5340" NA 243.5 32.75
"5341" NA 243.75 32.75
"5342" NA 244 32.75
"5343" NA 244.25 32.75
"5344" NA 244.5 32.75
"5345" NA 244.75 32.75
"5346" NA 245 32.75
"5185" -4845.875 225 33
"5186" -4843.625 225.25 33
"5187" -4828.25 225.5 33
"5188" -4813.875 225.75 33
"5189" -4855 226 33
"5190" -4880.5 226.25 33
"5191" -4881.25 226.5 33
"5192" -4790.5 226.75 33
"5193" -4425 227 33
"5194" -4326.75 227.25 33
"5195" -4127.5 227.5 33
"5196" -4571.75 227.75 33
"5197" -4645.25 228 33
"5198" -4589.25 228.25 33
"5199" -4503.75 228.5 33
"5200" -4527.5 228.75 33
"5201" -4547.75 229 33
"5202" -4516.5 229.25 33
"5203" -4500.125 229.5 33
"5204" -4509.375 229.75 33
"5205" -4508.75 230 33
"5206" -4437.75 230.25 33
"5207" -4523.625 230.5 33
"5208" -4591.5 230.75 33
"5209" -4521 231 33
"5210" -4527.25 231.25 33
"5211" -4578 231.5 33
"5212" -4550 231.75 33
"5213" -4529 232 33
"5214" -4494 232.25 33
"5215" -4450.25 232.5 33
"5216" -4378 232.75 33
"5217" -4370.125 233 33
"5218" -4394.25 233.25 33
"5219" -4379.5 233.5 33
"5220" -4404 233.75 33
"5221" -4423.75 234 33
"5222" -4466.875 234.25 33
"5223" -4501.5 234.5 33
"5224" -4560 234.75 33
"5225" -4526.5 235 33
"5226" -4433.25 235.25 33
"5227" -4407 235.5 33
"5228" -4420.75 235.75 33
"5229" -4392.75 236 33
"5230" -4337.5 236.25 33
"5231" -4243 236.5 33
"5232" -4248 236.75 33
"5233" -4235.375 237 33
"5234" -4193.75 237.25 33
"5235" -4049.5 237.5 33
"5236" -4081 237.75 33
"5237" -4052.5 238 33
"5238" -4030 238.25 33
"5239" -3993.5 238.5 33
"5240" -3830 238.75 33
"5241" -3630 239 33
"5242" -3734.5 239.25 33
"5243" -2563.5 239.5 33
"5244" -823 239.75 33
"5245" -1077 240 33
"5246" -1037.5 240.25 33
"5247" -704 240.5 33
"5248" -1111 240.75 33
"5249" -1551 241 33
"5250" -1220.5 241.25 33
"5251" -1075 241.5 33
"5252" -954 241.75 33
"5253" -852.5 242 33
"5254" -819 242.25 33
"5255" -712 242.5 33
"5256" NA 242.75 33
"5257" NA 243 33
"5258" NA 243.25 33
"5259" NA 243.5 33
"5260" NA 243.75 33
"5261" NA 244 33
"5262" NA 244.25 33
"5263" NA 244.5 33
"5264" NA 244.75 33
"5265" NA 245 33
"5104" -4868.25 225 33.25
"5105" -4863 225.25 33.25
"5106" -4851.75 225.5 33.25
"5107" -4844 225.75 33.25
"5108" -4859 226 33.25
"5109" -4864 226.25 33.25
"5110" -4873 226.5 33.25
"5111" -4883 226.75 33.25
"5112" -4933 227 33.25
"5113" -4934.375 227.25 33.25
"5114" -4902 227.5 33.25
"5115" -4943 227.75 33.25
"5116" -4945.5 228 33.25
"5117" -4878.5 228.25 33.25
"5118" -4828.75 228.5 33.25
"5119" -4795.25 228.75 33.25
"5120" -4788 229 33.25
"5121" -4786 229.25 33.25
"5122" -4766 229.5 33.25
"5123" -4646.75 229.75 33.25
"5124" -4570.125 230 33.25
"5125" -4474.75 230.25 33.25
"5126" -4445.5 230.5 33.25
"5127" -4442 230.75 33.25
"5128" -4470 231 33.25
"5129" -4482.75 231.25 33.25
"5130" -4513.5 231.5 33.25
"5131" -4464 231.75 33.25
"5132" -4473 232 33.25
"5133" -4465.5 232.25 33.25
"5134" -4421.125 232.5 33.25
"5135" -4348.875 232.75 33.25
"5136" -4398 233 33.25
"5137" -4401 233.25 33.25
"5138" -4390 233.5 33.25
"5139" -4415 233.75 33.25
"5140" -4446.75 234 33.25
"5141" -4459 234.25 33.25
"5142" -4456.25 234.5 33.25
"5143" -4523 234.75 33.25
"5144" -4524.125 235 33.25
"5145" -4419 235.25 33.25
"5146" -4398.25 235.5 33.25
"5147" -4392 235.75 33.25
"5148" -4394.75 236 33.25
"5149" -4349.5 236.25 33.25
"5150" -4255 236.5 33.25
"5151" -4248.5 236.75 33.25
"5152" -4236.5 237 33.25
"5153" -4221.5 237.25 33.25
"5154" -4200 237.5 33.25
"5155" -4062 237.75 33.25
"5156" -3983 238 33.25
"5157" -3921 238.25 33.25
"5158" -3828.5 238.5 33.25
"5159" -3706.5 238.75 33.25
"5160" -3338.5 239 33.25
"5161" -3046 239.25 33.25
"5162" -1124 239.5 33.25
"5163" -1009.25 239.75 33.25
"5164" -974 240 33.25
"5165" -398.25 240.25 33.25
"5166" NA 240.5 33.25
"5167" -1044 240.75 33.25
"5168" -1116.5 241 33.25
"5169" -1152.75 241.25 33.25
"5170" -1141 241.5 33.25
"5171" -852.5 241.75 33.25
"5172" -781 242 33.25
"5173" -734 242.25 33.25
"5174" -544.625 242.5 33.25
"5175" NA 242.75 33.25
"5176" NA 243 33.25
"5177" NA 243.25 33.25
"5178" NA 243.5 33.25
"5179" NA 243.75 33.25
"5180" NA 244 33.25
"5181" -66 244.25 33.25
"5182" NA 244.5 33.25
"5183" NA 244.75 33.25
"5184" NA 245 33.25
"5023" -4984.5 225 33.5
"5024" -4953 225.25 33.5
"5025" -4915 225.5 33.5
"5026" -4955 225.75 33.5
"5027" -4989.875 226 33.5
"5028" -4995 226.25 33.5
"5029" -4981.75 226.5 33.5
"5030" -4927.5 226.75 33.5
"5031" -4977 227 33.5
"5032" -5045.125 227.25 33.5
"5033" -5057 227.5 33.5
"5034" -5042 227.75 33.5
"5035" -5002 228 33.5
"5036" -4946.5 228.25 33.5
"5037" -4921.5 228.5 33.5
"5038" -4911.375 228.75 33.5
"5039" -4887.5 229 33.5
"5040" -4851.75 229.25 33.5
"5041" -4867.125 229.5 33.5
"5042" -4873.375 229.75 33.5
"5043" -4841.25 230 33.5
"5044" -4706 230.25 33.5
"5045" -4646.125 230.5 33.5
"5046" -4692.125 230.75 33.5
"5047" -4674 231 33.5
"5048" -4651 231.25 33.5
"5049" -4653 231.5 33.5
"5050" -4583.25 231.75 33.5
"5051" -4484.25 232 33.5
"5052" -4479 232.25 33.5
"5053" -4468.25 232.5 33.5
"5054" -4433 232.75 33.5
"5055" -4459 233 33.5
"5056" -4450.5 233.25 33.5
"5057" -4399.25 233.5 33.5
"5058" -4394.5 233.75 33.5
"5059" -4412.375 234 33.5
"5060" -4439.5 234.25 33.5
"5061" -4453 234.5 33.5
"5062" -4506.125 234.75 33.5
"5063" -4542.5 235 33.5
"5064" -4441.5 235.25 33.5
"5065" -4452.375 235.5 33.5
"5066" -4424 235.75 33.5
"5067" -4325 236 33.5
"5068" -4349.5 236.25 33.5
"5069" -4295.625 236.5 33.5
"5070" -4268.5 236.75 33.5
"5071" -4277 237 33.5
"5072" -4207.5 237.25 33.5
"5073" -4176 237.5 33.5
"5074" -3996 237.75 33.5
"5075" -3925 238 33.5
"5076" -3748.25 238.25 33.5
"5077" -3604.25 238.5 33.5
"5078" -3559 238.75 33.5
"5079" -3404.75 239 33.5
"5080" -2083.75 239.25 33.5
"5081" -1129 239.5 33.5
"5082" -1030.5 239.75 33.5
"5083" -818.25 240 33.5
"5084" -424 240.25 33.5
"5085" -1157 240.5 33.5
"5086" -732 240.75 33.5
"5087" -620.5 241 33.5
"5088" -866 241.25 33.5
"5089" -767.5 241.5 33.5
"5090" -516 241.75 33.5
"5091" -523 242 33.5
"5092" NA 242.25 33.5
"5093" NA 242.5 33.5
"5094" NA 242.75 33.5
"5095" NA 243 33.5
"5096" NA 243.25 33.5
"5097" NA 243.5 33.5
"5098" NA 243.75 33.5
"5099" -62.5 244 33.5
"5100" NA 244.25 33.5
"5101" NA 244.5 33.5
"5102" NA 244.75 33.5
"5103" NA 245 33.5
"4942" -5034.5 225 33.75
"4943" -5028.375 225.25 33.75
"4944" -5056 225.5 33.75
"4945" -5078 225.75 33.75
"4946" -5062.25 226 33.75
"4947" -5073.5 226.25 33.75
"4948" -5084 226.5 33.75
"4949" -5083.5 226.75 33.75
"4950" -5093.75 227 33.75
"4951" -5100.5 227.25 33.75
"4952" -5134.875 227.5 33.75
"4953" -5141 227.75 33.75
"4954" -5104 228 33.75
"4955" -5031.5 228.25 33.75
"4956" -4994 228.5 33.75
"4957" -4981.25 228.75 33.75
"4958" -4933 229 33.75
"4959" -4911 229.25 33.75
"4960" -4886.25 229.5 33.75
"4961" -4853 229.75 33.75
"4962" -4768.375 230 33.75
"4963" -4696.25 230.25 33.75
"4964" -4667 230.5 33.75
"4965" -4696.75 230.75 33.75
"4966" -4703.25 231 33.75
"4967" -4683 231.25 33.75
"4968" -4694 231.5 33.75
"4969" -4677 231.75 33.75
"4970" -4639.75 232 33.75
"4971" -4572 232.25 33.75
"4972" -4582 232.5 33.75
"4973" -4596.5 232.75 33.75
"4974" -4623 233 33.75
"4975" -4607.25 233.25 33.75
"4976" -4571 233.5 33.75
"4977" -4583.5 233.75 33.75
"4978" -4476 234 33.75
"4979" -4480.75 234.25 33.75
"4980" -4538 234.5 33.75
"4981" -4611 234.75 33.75
"4982" -4602.25 235 33.75
"4983" -4560.25 235.25 33.75
"4984" -4488 235.5 33.75
"4985" -4428 235.75 33.75
"4986" -4378.375 236 33.75
"4987" -4369 236.25 33.75
"4988" -4325.875 236.5 33.75
"4989" -4321 236.75 33.75
"4990" -4287.625 237 33.75
"4991" -4241.125 237.25 33.75
"4992" -4107 237.5 33.75
"4993" -3921.125 237.75 33.75
"4994" -3790.5 238 33.75
"4995" -3591 238.25 33.75
"4996" -3521 238.5 33.75
"4997" -3330.625 238.75 33.75
"4998" -2774.625 239 33.75
"4999" -1822.75 239.25 33.75
"5000" -1170.5 239.5 33.75
"5001" -815.5 239.75 33.75
"5002" -390.25 240 33.75
"5003" -808.25 240.25 33.75
"5004" -1458.5 240.5 33.75
"5005" -801 240.75 33.75
"5006" -830 241 33.75
"5007" -788.375 241.25 33.75
"5008" -687.5 241.5 33.75
"5009" NA 241.75 33.75
"5010" NA 242 33.75
"5011" NA 242.25 33.75
"5012" NA 242.5 33.75
"5013" NA 242.75 33.75
"5014" NA 243 33.75
"5015" NA 243.25 33.75
"5016" NA 243.5 33.75
"5017" NA 243.75 33.75
"5018" NA 244 33.75
"5019" NA 244.25 33.75
"5020" NA 244.5 33.75
"5021" NA 244.75 33.75
"5022" NA 245 33.75
"4861" -5051.75 225 34
"4862" -5078 225.25 34
"4863" -5110 225.5 34
"4864" -5133 225.75 34
"4865" -5130.5 226 34
"4866" -5135.25 226.25 34
"4867" -5112.25 226.5 34
"4868" -5100.5 226.75 34
"4869" -5104 227 34
"4870" -5107.125 227.25 34
"4871" -5158 227.5 34
"4872" -5161.5 227.75 34
"4873" -5138 228 34
"4874" -5117 228.25 34
"4875" -5088.25 228.5 34
"4876" -5119.375 228.75 34
"4877" -5114 229 34
"4878" -5041 229.25 34
"4879" -4991.75 229.5 34
"4880" -4948.625 229.75 34
"4881" -4890 230 34
"4882" -4782 230.25 34
"4883" -4744.25 230.5 34
"4884" -4806.875 230.75 34
"4885" -4794 231 34
"4886" -4771 231.25 34
"4887" -4727.5 231.5 34
"4888" -4690.75 231.75 34
"4889" -4680.375 232 34
"4890" -4680.375 232.25 34
"4891" -4641.625 232.5 34
"4892" -4657.125 232.75 34
"4893" -4706 233 34
"4894" -4656.5 233.25 34
"4895" -4682 233.5 34
"4896" -4695.5 233.75 34
"4897" -4699.125 234 34
"4898" -4676 234.25 34
"4899" -4658 234.5 34
"4900" -4626 234.75 34
"4901" -4594.25 235 34
"4902" -4560.875 235.25 34
"4903" -4516.75 235.5 34
"4904" -4445.75 235.75 34
"4905" -4387.5 236 34
"4906" -4365 236.25 34
"4907" -4378 236.5 34
"4908" -4377 236.75 34
"4909" -4312 237 34
"4910" -4235 237.25 34
"4911" -4142.5 237.5 34
"4912" -3886.5 237.75 34
"4913" -3782.5 238 34
"4914" -3582 238.25 34
"4915" -3434.375 238.5 34
"4916" -2872.5 238.75 34
"4917" -2029 239 34
"4918" -1420.25 239.25 34
"4919" -515.25 239.5 34
"4920" NA 239.75 34
"4921" -131.875 240 34
"4922" NA 240.25 34
"4923" -262 240.5 34
"4924" -547 240.75 34
"4925" -793 241 34
"4926" -528.25 241.25 34
"4927" -101 241.5 34
"4928" NA 241.75 34
"4929" NA 242 34
"4930" NA 242.25 34
"4931" NA 242.5 34
"4932" NA 242.75 34
"4933" NA 243 34
"4934" NA 243.25 34
"4935" NA 243.5 34
"4936" NA 243.75 34
"4937" NA 244 34
"4938" NA 244.25 34
"4939" NA 244.5 34
"4940" NA 244.75 34
"4941" NA 245 34
"4780" -5145 225 34.25
"4781" -5148.5 225.25 34.25
"4782" -5157 225.5 34.25
"4783" -5158.75 225.75 34.25
"4784" -5170 226 34.25
"4785" -5165.25 226.25 34.25
"4786" -5142.25 226.5 34.25
"4787" -5123.375 226.75 34.25
"4788" -5118 227 34.25
"4789" -5110 227.25 34.25
"4790" -5128.5 227.5 34.25
"4791" -5125.5 227.75 34.25
"4792" -5113 228 34.25
"4793" -5114 228.25 34.25
"4794" -5158 228.5 34.25
"4795" -5177 228.75 34.25
"4796" -5167 229 34.25
"4797" -5135 229.25 34.25
"4798" -5041 229.5 34.25
"4799" -4999.5 229.75 34.25
"4800" -4943 230 34.25
"4801" -4883.5 230.25 34.25
"4802" -4727 230.5 34.25
"4803" -4881.625 230.75 34.25
"4804" -4871 231 34.25
"4805" -4830.625 231.25 34.25
"4806" -4816.75 231.5 34.25
"4807" -4812.5 231.75 34.25
"4808" -4822.5 232 34.25
"4809" -4802 232.25 34.25
"4810" -4772.75 232.5 34.25
"4811" -4755 232.75 34.25
"4812" -4744 233 34.25
"4813" -4670 233.25 34.25
"4814" -4681 233.5 34.25
"4815" -4698.5 233.75 34.25
"4816" -4698 234 34.25
"4817" -4677.75 234.25 34.25
"4818" -4650.5 234.5 34.25
"4819" -4615.5 234.75 34.25
"4820" -4559 235 34.25
"4821" -4536.5 235.25 34.25
"4822" -4500.25 235.5 34.25
"4823" -4445.25 235.75 34.25
"4824" -4376.875 236 34.25
"4825" -4389 236.25 34.25
"4826" -4387 236.5 34.25
"4827" -4333.5 236.75 34.25
"4828" -4237.25 237 34.25
"4829" -4191 237.25 34.25
"4830" -4114.75 237.5 34.25
"4831" -3964.625 237.75 34.25
"4832" -3805.625 238 34.25
"4833" -3653.25 238.25 34.25
"4834" -3353 238.5 34.25
"4835" -2216.875 238.75 34.25
"4836" -1129.5 239 34.25
"4837" -708.25 239.25 34.25
"4838" -359.5 239.5 34.25
"4839" -361 239.75 34.25
"4840" -395 240 34.25
"4841" -184.5 240.25 34.25
"4842" -86.5 240.5 34.25
"4843" NA 240.75 34.25
"4844" NA 241 34.25
"4845" NA 241.25 34.25
"4846" NA 241.5 34.25
"4847" NA 241.75 34.25
"4848" NA 242 34.25
"4849" NA 242.25 34.25
"4850" NA 242.5 34.25
"4851" NA 242.75 34.25
"4852" NA 243 34.25
"4853" NA 243.25 34.25
"4854" NA 243.5 34.25
"4855" NA 243.75 34.25
"4856" NA 244 34.25
"4857" NA 244.25 34.25
"4858" NA 244.5 34.25
"4859" NA 244.75 34.25
"4860" NA 245 34.25
"4699" -5189.25 225 34.5
"4700" -5200.5 225.25 34.5
"4701" -5223.25 225.5 34.5
"4702" -5212 225.75 34.5
"4703" -5212.5 226 34.5
"4704" -5201.625 226.25 34.5
"4705" -5171.5 226.5 34.5
"4706" -5155.5 226.75 34.5
"4707" -5143 227 34.5
"4708" -5117 227.25 34.5
"4709" -5106 227.5 34.5
"4710" -5108 227.75 34.5
"4711" -5105 228 34.5
"4712" -5095.5 228.25 34.5
"4713" -5118 228.5 34.5
"4714" -5119 228.75 34.5
"4715" -5102 229 34.5
"4716" -5093.5 229.25 34.5
"4717" -5060.25 229.5 34.5
"4718" -5000 229.75 34.5
"4719" -4957.625 230 34.5
"4720" -4926.5 230.25 34.5
"4721" -4796.375 230.5 34.5
"4722" -4847.875 230.75 34.5
"4723" -4872 231 34.5
"4724" -4848 231.25 34.5
"4725" -4815.75 231.5 34.5
"4726" -4809.5 231.75 34.5
"4727" -4809.5 232 34.5
"4728" -4824 232.25 34.5
"4729" -4825 232.5 34.5
"4730" -4810 232.75 34.5
"4731" -4767.75 233 34.5
"4732" -4735.25 233.25 34.5
"4733" -4707 233.5 34.5
"4734" -4699 233.75 34.5
"4735" -4698.75 234 34.5
"4736" -4683.375 234.25 34.5
"4737" -4640.25 234.5 34.5
"4738" -4588 234.75 34.5
"4739" -4523 235 34.5
"4740" -4468.125 235.25 34.5
"4741" -4429.125 235.5 34.5
"4742" -4362.25 235.75 34.5
"4743" -4318.5 236 34.5
"4744" -4321.5 236.25 34.5
"4745" -4258.75 236.5 34.5
"4746" -4163.5 236.75 34.5
"4747" -4152.375 237 34.5
"4748" -4137 237.25 34.5
"4749" -3980.875 237.5 34.5
"4750" -3933.5 237.75 34.5
"4751" -3866 238 34.5
"4752" -3705.25 238.25 34.5
"4753" -2137.25 238.5 34.5
"4754" -1350.625 238.75 34.5
"4755" -820 239 34.5
"4756" -405.5 239.25 34.5
"4757" NA 239.5 34.5
"4758" NA 239.75 34.5
"4759" NA 240 34.5
"4760" NA 240.25 34.5
"4761" NA 240.5 34.5
"4762" NA 240.75 34.5
"4763" NA 241 34.5
"4764" NA 241.25 34.5
"4765" NA 241.5 34.5
"4766" NA 241.75 34.5
"4767" NA 242 34.5
"4768" NA 242.25 34.5
"4769" NA 242.5 34.5
"4770" NA 242.75 34.5
"4771" NA 243 34.5
"4772" NA 243.25 34.5
"4773" NA 243.5 34.5
"4774" NA 243.75 34.5
"4775" NA 244 34.5
"4776" NA 244.25 34.5
"4777" NA 244.5 34.5
"4778" NA 244.75 34.5
"4779" NA 245 34.5
"4618" -5186.5 225 34.75
"4619" -5216 225.25 34.75
"4620" -5299 225.5 34.75
"4621" -5294.5 225.75 34.75
"4622" -5272.5 226 34.75
"4623" -5205.375 226.25 34.75
"4624" -5123 226.5 34.75
"4625" -5099.5 226.75 34.75
"4626" -5107.5 227 34.75
"4627" -5112 227.25 34.75
"4628" -5113 227.5 34.75
"4629" -5084.75 227.75 34.75
"4630" -5129.25 228 34.75
"4631" -5161.5 228.25 34.75
"4632" -5154.125 228.5 34.75
"4633" -5117.5 228.75 34.75
"4634" -5067 229 34.75
"4635" -5032 229.25 34.75
"4636" -4928 229.5 34.75
"4637" -4872 229.75 34.75
"4638" -4891.5 230 34.75
"4639" -4917 230.25 34.75
"4640" -4858 230.5 34.75
"4641" -4846.5 230.75 34.75
"4642" -4863.5 231 34.75
"4643" -4841.375 231.25 34.75
"4644" -4828.5 231.5 34.75
"4645" -4824.5 231.75 34.75
"4646" -4810 232 34.75
"4647" -4815 232.25 34.75
"4648" -4833.5 232.5 34.75
"4649" -4826.5 232.75 34.75
"4650" -4785.625 233 34.75
"4651" -4757 233.25 34.75
"4652" -4737.375 233.5 34.75
"4653" -4696.25 233.75 34.75
"4654" -4687.625 234 34.75
"4655" -4663 234.25 34.75
"4656" -4623 234.5 34.75
"4657" -4562.5 234.75 34.75
"4658" -4481 235 34.75
"4659" -4421 235.25 34.75
"4660" -4355.625 235.5 34.75
"4661" -4310.75 235.75 34.75
"4662" -4257.5 236 34.75
"4663" -4224.375 236.25 34.75
"4664" -4166.5 236.5 34.75
"4665" -4107.625 236.75 34.75
"4666" -4090.5 237 34.75
"4667" -4077.25 237.25 34.75
"4668" -4028 237.5 34.75
"4669" -4013.375 237.75 34.75
"4670" -3896.25 238 34.75
"4671" -2014.5 238.25 34.75
"4672" -932.25 238.5 34.75
"4673" -574.75 238.75 34.75
"4674" -463.75 239 34.75
"4675" -115 239.25 34.75
"4676" NA 239.5 34.75
"4677" NA 239.75 34.75
"4678" NA 240 34.75
"4679" NA 240.25 34.75
"4680" NA 240.5 34.75
"4681" NA 240.75 34.75
"4682" NA 241 34.75
"4683" NA 241.25 34.75
"4684" NA 241.5 34.75
"4685" NA 241.75 34.75
"4686" NA 242 34.75
"4687" NA 242.25 34.75
"4688" NA 242.5 34.75
"4689" NA 242.75 34.75
"4690" NA 243 34.75
"4691" NA 243.25 34.75
"4692" NA 243.5 34.75
"4693" NA 243.75 34.75
"4694" NA 244 34.75
"4695" NA 244.25 34.75
"4696" NA 244.5 34.75
"4697" NA 244.75 34.75
"4698" NA 245 34.75
"4537" -5208 225 35
"4538" -5239 225.25 35
"4539" -5286.125 225.5 35
"4540" -5300 225.75 35
"4541" -5271 226 35
"4542" -5188.25 226.25 35
"4543" -5116.75 226.5 35
"4544" -5084.75 226.75 35
"4545" -5085.5 227 35
"4546" -5102 227.25 35
"4547" -5114 227.5 35
"4548" -5080 227.75 35
"4549" -5108 228 35
"4550" -5167.75 228.25 35
"4551" -5169.5 228.5 35
"4552" -5153 228.75 35
"4553" -5120 229 35
"4554" -5033.75 229.25 35
"4555" -4900 229.5 35
"4556" -4848.125 229.75 35
"4557" -4837.5 230 35
"4558" -4867.5 230.25 35
"4559" -4841.5 230.5 35
"4560" -4829 230.75 35
"4561" -4842.75 231 35
"4562" -4844 231.25 35
"4563" -4836.375 231.5 35
"4564" -4822 231.75 35
"4565" -4808.75 232 35
"4566" -4804.625 232.25 35
"4567" -4814.25 232.5 35
"4568" -4825 232.75 35
"4569" -4764.25 233 35
"4570" -4743.75 233.25 35
"4571" -4735 233.5 35
"4572" -4689 233.75 35
"4573" -4675 234 35
"4574" -4650.5 234.25 35
"4575" -4603.75 234.5 35
"4576" -4543 234.75 35
"4577" -4471 235 35
"4578" -4393 235.25 35
"4579" -4322 235.5 35
"4580" -4230.375 235.75 35
"4581" -4184.625 236 35
"4582" -4141 236.25 35
"4583" -4110 236.5 35
"4584" -4052.5 236.75 35
"4585" -4036 237 35
"4586" -4053.5 237.25 35
"4587" -4043.25 237.5 35
"4588" -3999.75 237.75 35
"4589" -3522.5 238 35
"4590" -1595 238.25 35
"4591" -686.5 238.5 35
"4592" -542.75 238.75 35
"4593" -379.5 239 35
"4594" -96.5 239.25 35
"4595" NA 239.5 35
"4596" NA 239.75 35
"4597" NA 240 35
"4598" NA 240.25 35
"4599" NA 240.5 35
"4600" NA 240.75 35
"4601" NA 241 35
"4602" NA 241.25 35
"4603" NA 241.5 35
"4604" NA 241.75 35
"4605" NA 242 35
"4606" NA 242.25 35
"4607" NA 242.5 35
"4608" NA 242.75 35
"4609" NA 243 35
"4610" NA 243.25 35
"4611" NA 243.5 35
"4612" NA 243.75 35
"4613" NA 244 35
"4614" NA 244.25 35
"4615" NA 244.5 35
"4616" NA 244.75 35
"4617" NA 245 35
"4456" -5221.5 225 35.25
"4457" -5255 225.25 35.25
"4458" -5266.5 225.5 35.25
"4459" -5266 225.75 35.25
"4460" -5255.5 226 35.25
"4461" -5218.375 226.25 35.25
"4462" -5180.5 226.5 35.25
"4463" -5122.75 226.75 35.25
"4464" -5074.125 227 35.25
"4465" -5049.25 227.25 35.25
"4466" -5044.875 227.5 35.25
"4467" -5054.25 227.75 35.25
"4468" -5081 228 35.25
"4469" -5145.5 228.25 35.25
"4470" -5143.5 228.5 35.25
"4471" -5148.625 228.75 35.25
"4472" -5129 229 35.25
"4473" -5070.75 229.25 35.25
"4474" -4971 229.5 35.25
"4475" -4898 229.75 35.25
"4476" -4848.625 230 35.25
"4477" -4847.5 230.25 35.25
"4478" -4816.5 230.5 35.25
"4479" -4795.75 230.75 35.25
"4480" -4801.5 231 35.25
"4481" -4812.625 231.25 35.25
"4482" -4804.375 231.5 35.25
"4483" -4784 231.75 35.25
"4484" -4787.25 232 35.25
"4485" -4784 232.25 35.25
"4486" -4758 232.5 35.25
"4487" -4812 232.75 35.25
"4488" -4774.75 233 35.25
"4489" -4739.375 233.25 35.25
"4490" -4744 233.5 35.25
"4491" -4689.25 233.75 35.25
"4492" -4665 234 35.25
"4493" -4647 234.25 35.25
"4494" -4595 234.5 35.25
"4495" -4516.5 234.75 35.25
"4496" -4449.25 235 35.25
"4497" -4385.875 235.25 35.25
"4498" -4291.25 235.5 35.25
"4499" -4181 235.75 35.25
"4500" -4103 236 35.25
"4501" -4078 236.25 35.25
"4502" -4037.5 236.5 35.25
"4503" -3962 236.75 35.25
"4504" -3943 237 35.25
"4505" -3811 237.25 35.25
"4506" -3750.25 237.5 35.25
"4507" -3768.375 237.75 35.25
"4508" -2633.5 238 35.25
"4509" -1352.5 238.25 35.25
"4510" -783.75 238.5 35.25
"4511" -558 238.75 35.25
"4512" -288 239 35.25
"4513" NA 239.25 35.25
"4514" NA 239.5 35.25
"4515" NA 239.75 35.25
"4516" NA 240 35.25
"4517" NA 240.25 35.25
"4518" NA 240.5 35.25
"4519" NA 240.75 35.25
"4520" NA 241 35.25
"4521" NA 241.25 35.25
"4522" NA 241.5 35.25
"4523" NA 241.75 35.25
"4524" NA 242 35.25
"4525" NA 242.25 35.25
